股票代码,企业名称,数字技术应用,人工智能技术,区块链技术,大数据技术,云计算技术,总词频数,数字化转型指数
300582,英飞特电子（杭州）股份有限公司,0,0,0,0,0,0,-0.220801475
300290,荣科科技股份有限公司,0,18,0,1,0,19,0.621445594
002166,桂林莱茵生物科技股份有限公司,0,0,0,0,0,0,-0.220801475
300876,广东蒙泰高新纤维股份有限公司,0,0,0,0,0,0,-0.220801475
300487,西安蓝晓科技新材料股份有限公司,0,0,0,0,0,0,-0.220801475
300862,安徽蓝盾光电子股份有限公司,1,10,0,0,0,11,0.17356668
300305,江苏裕兴薄膜科技股份有限公司,0,0,0,0,0,0,-0.220801475
300430,北京诚益通控制技术集团股份有限公司,0,8,0,0,0,8,0.079605397
002337,天津赛象象科技股份有限限公司,0,3,0,0,0,3,-0.108148898
002296,河南辉煌科技股份有限公司,0,4,0,0,0,4,-0.070598039
300440,成都运达科技股份有限公司,0,10,0,6,0,16,1.152696753
002560,河南通达电缆股份有限公司,0,0,0,0,0,0,-0.220801475
002838,山东道恩高分子材料股份有限公司,0,0,0,0,0,0,-0.220801475
002869,深圳市金溢科技股份有限公司,0,9,0,0,0,9,0.117156256
003038,安徽鑫铂铝业股份有限公司,0,0,0,0,0,0,-0.220801475
300811,深圳市铂科新材料股份有限公司,2,6,0,1,0,9,0.208554415
002970,深圳市锐明技术股份有限公司,0,40,0,0,0,40,1.281232886
300604,杭州长川科技股份有限公司,0,1,0,0,0,1,-0.183250616
300706,福建阿石创新材料股份有限公司,0,0,0,0,0,0,-0.220801475
300546,深圳市雄帝科技股份有限公司,0,15,0,0,0,15,0.34246141
300553,杭州集智机电股份有限公司,0,4,0,0,0,4,-0.070598039
300767,震安科技股份有限公司,0,0,0,0,0,0,-0.220801475
300665,株洲飞鹿高新材料技术股份有限公司,0,0,0,0,0,0,-0.220801475
300499,广州高澜节能技术股份有限公司,0,4,0,0,0,4,-0.070598039
300200,北京高盟新材料股份有限公司,0,1,0,0,0,1,-0.183250616
002817,安徽黄山胶囊股份有限公司,0,0,0,0,0,0,-0.220801475
871329,"

丰润生物科技股份有限公司",0,0,0,0,0,0,8.12143E-20
871860,"

河北万杰科技集团股份有限公司",2,0,0,0,0,2,-0.220801475
872476,"

上海生农生化制品股份有限公司",0,0,0,0,0,0,-0.183082345
872145,"

广东东日环保股份有限公司",0,0,0,0,0,0,-0.220801475
872726,"

中机试验装备股份有限公司",0,0,0,0,0,0,-0.220801475
832411,"

中船九江精达科技股份有限公司",0,0,0,0,0,0,-0.220801475
872374,"云里物里

深圳云里物里科技股份有限公司",1,6,0,0,0,7,-0.220801475
872299,"

亚捷科技（唐山）股份有限公司",0,0,0,0,0,0,0.023363244
872709,"

湖南省农友农业装备股份有限公司",0,0,0,0,0,0,-0.220801475
872787,"

东莞市冬驭新材料股份有限公司",0,0,0,0,0,0,-0.220801475
872307,天津市创举科技股份有限公司,0,0,0,0,0,0,-0.220801475
873320,营口华峰动力发展股份有限公司,0,0,0,0,0,0,-0.220801475
839234,深圳市华成工业控制股份有限公司,0,0,0,0,0,0,-0.220801475
873331,"

湖北华阳汽车制动器股份有限公司",0,0,0,0,0,0,-0.220801475
870933,"

浙江卓奥科技股份有限公司",3,4,0,0,0,7,-0.220801475
871874,博纳斯威阀门股份有限公司,1,0,0,0,0,1,-0.014019344
873378,天津卡尔斯阀门股份有限公司,0,0,0,0,0,0,-0.20194191
872538,"

喜跃发国际环保新材料股份有限公司",1,0,0,0,0,1,-0.220801475
871606,"

山西大禹生物工程股份有限公司",0,0,0,0,0,0,-0.20194191
920062,"

永济天作电气股份有限公司",0,0,0,0,0,0,-0.220801475
873851,"

福建天泉药业股份有限公司",0,0,0,0,0,0,-0.220801475
873808,"

广东天诚密封件股份有限公司",0,0,0,0,0,0,-0.220801475
871755,"

太重集团向明智能装备股份有限公司",0,1,0,1,0,2,-0.220801475
872461,"

山东京普太阳能科技股份有限公司",0,0,0,0,0,0,-0.01691901
872709,"

深圳市巍特环境科技股份有限公司",0,0,0,0,0,0,-0.220801475
871564,"

宝鸡巨成钛业股份有限公司",1,0,0,0,0,1,-0.220801475
871478,"

宁夏巨能机器人股份有限公司",0,3,0,0,0,3,-0.20194191
872320,"

宁夏康亚药业股份有限公司",0,0,0,0,0,0,-0.108148898
872836,荣成康派斯新能源车辆股份有限公司,1,3,0,0,0,4,-0.220801475
873111,惠州攸特电子股份有限公司,1,1,0,0,0,2,-0.089289333
872511,"

智林信息技术股份有限公司",0,16,0,4,0,20,-0.164391051
872808,曙光数据基础设施创新技术（北京）股份有限公司,1,6,0,0,0,7,1.045338694
872200,福建欣隆环保股份有限公司,0,0,0,0,0,0,0.023363244
872543,"

河北欧耐机械模具股份有限公司",0,0,0,0,0,0,-0.220801475
871415,"

南京欧陆电气股份有限公司",2,2,0,0,0,4,-0.220801475
872910,"

正升环境科技股份有限公司",0,0,0,0,0,0,-0.107980627
872816,"

毕托巴科技股份有限公司",0,0,0,0,0,0,-0.220801475
873303,"

河南润鑫新材料股份有限公司",1,0,0,0,0,1,-0.220801475
872400,"

辽宁爱维尔金属成型科技股份有限公司",0,0,0,0,0,0,-0.20194191
872561,河北瑞兆激光再制造技术股份有限公司,0,0,0,0,0,0,-0.220801475
871847,"

江西百盈高新技术股份有限公司",15,0,0,0,0,15,-0.220801475
872799,山东益康药业股份有限公司,0,0,0,0,0,0,0.062092
873233,"

浙江睿高新材料股份有限公司",0,0,0,0,0,0,-0.220801475
872958,"

上海硕恩网络科技股份有限公司",0,9,0,1,0,10,-0.220801475
871394,"

立信（重庆）数据科技股份有限公司",1,1,0,0,0,2,0.283487863
873151,"

安徽翰联色纺股份有限公司",0,0,0,0,0,0,-0.164391051
872573,"

艾瑞汽车科技（哈尔滨）股份有限公司",0,0,0,0,0,0,-0.220801475
872895,"

花溪科技

新乡市花溪科技股份有限公司",0,1,0,0,0,1,-0.220801475
873223,"

浙江荣亿精密机械 股份有限公司",0,0,0,0,0,0,-0.183250616
873577,"

西安菲尔特金属过滤材料股份有限公司",0,0,0,0,0,0,-0.220801475
872967,"

蓉中电气股份有限公司",0,0,0,0,0,0,-0.220801475
873529,"

西安诺博尔稀贵金属材料股份有限公司",0,0,0,0,0,0,-0.220801475
871645,"

贵州捷盛钻具股份有限公司",0,0,0,0,0,0,-0.220801475
871769,"

福建路通管业科技股份有限公司",0,0,0,0,0,0,-0.220801475
871849,"

江西远东药业股份有限公司",0,0,0,0,0,0,-0.220801475
873131,金石钻探（唐山）股份有限公司,0,0,0,0,0,0,-0.220801475
872925,"

惠州市锦好医疗科技股份有限公司",0,2,0,0,0,2,-0.220801475
872559,"

长河信息股份有限公司",0,10,0,0,0,10,-0.145699757
873638,"

宁夏隆基宁光仪表股份有限公司",2,3,0,0,0,5,0.154707115
873425,"

沈阳隆基电磁科技股份有限公司",0,0,0,0,0,0,-0.070429768
872230,"

青岛积成电子股份有限公司",0,1,0,0,0,1,-0.220801475
430391,"

郑州万特电气股份有限公司",1,4,0,1,0,6,-0.183250616
834971,山东三元生物科技股份有限公司,0,0,0,0,0,0,8.12143E-20
688085,上海三友医疗器械股份有限公司,0,6,0,0,0,6,0.114593132
603663,三祥新材股份有限公司,0,0,0,0,0,0,-0.220801475
603131,上海沪工焊接集团股份有限公司,3,0,0,0,0,3,0.004503679
430324,"

上海致远绿色能源股份有限公司",0,0,0,0,0,0,-0.220801475
301028,厦门东亚机械工业股份有限公司,2,1,0,0,0,3,-0.16422278
301081,浙江严牌过滤技术股份有限公司,0,0,0,0,0,0,-0.220801475
301031,西安中熔电气股份有限公司,0,6,0,0,0,6,-0.145531486
834144,"

沈阳中科三耐新材料股份有限公司",0,0,0,0,0,0,-0.220801475
688267,中触媒新材料股份有限公司,0,0,0,0,0,0,0.004503679
430075,"

北京中讯四方科技 股份有限公司",0,1,0,0,0,1,-0.220801475
605305,中际联合（北京）科技股份有限公司,0,0,0,0,0,0,-0.220801475
688199,天津久日新材料股份有限公司,0,2,0,0,0,2,-0.183250616
688060,江苏云涌电子科技股份有限公司,0,6,0,2,0,8,-0.220801475
688190,青岛云路先进材料技术股份有限公司,3,0,0,0,0,3,-0.145699757
601908,北京京运通科技股份有限公司,0,0,0,0,0,0,0.337166892
603666,亿嘉和科技股份有限公司,0,15,0,10,0,25,-0.16422278
688219,会通新材料股份有限公司,3,3,0,0,0,6,-0.220801475
688198,北京佰仁医疗科技股份有限公司,0,0,0,0,0,0,2.005777473
603912,南京佳力图机房环境技术股份有限公司,1,8,0,0,0,9,-0.051570203
688201,北京信安世纪科技股份有限公司,1,5,0,0,0,6,-0.220801475
688155,上海先惠自动化技术股份有限公司,0,14,0,2,0,16,0.098464962
603489,八方电气（苏州）股份有限公司,1,0,0,0,0,1,-0.014187615
301060,上海兰卫医学检验所股份有限公司,0,1,0,2,0,3,0.637573764
688269,西安凯立新材料股份有限公司,0,1,0,0,0,1,-0.20194191
688065,上海凯赛生物技术股份有限公司,0,5,0,0,0,5,0.149412597
300991,深圳市创益通技术股份有限公司,0,0,0,0,0,0,-0.183250616
688135,广东利扬芯片测试股份有限公司,0,9,0,0,0,9,-0.03304718
605118,厦门力鼎光电股份有限公司,5,4,0,0,0,9,-0.220801475
688071,上海华依科技集团股份有限公司,0,4,0,0,0,4,0.117156256
601702,上海华峰铝业股份有限公司,0,2,0,0,0,2,0.023699786
301218,浙江华是科技股份有限公司,0,10,0,4,0,14,-0.070598039
430009,"

北京华环电子股份有限公司",1,3,0,0,0,4,-0.145699757
301256,华融化学股份有限公司,0,0,0,0,0,0,0.82003354
688059,株洲华锐精密工具股份有限公司,0,0,0,0,0,0,-0.089289333
301087,可孚医疗科技股份有限公司,9,6,0,0,0,15,-0.220801475
430359,"

武汉同济现代医药科技股份有限公司",0,0,0,0,0,0,0.174239764
300990,三河同飞制冷股份有限公司,0,1,0,0,0,1,-0.220801475
603339,四方科技集团股份有限公司,0,1,0,0,0,1,-0.220801475
430076,"

北京国基科技股份有限公司",0,0,0,0,0,0,-0.183250616
688027,科大国盾量子技术股份有限公司,0,4,0,0,0,4,-0.183250616
603826,福建坤彩材料科技股份有限公司,0,0,0,0,0,0,-0.220801475
688165,埃夫特智能机器人股份有限公司,0,15,0,2,0,17,-0.070598039
603757,浙江大元泵业股份有限公司,0,0,0,0,0,0,-0.220801475
688077,安徽大地熊新材料股份有限公司,0,0,0,0,0,0,0.675124623
430663,"

济南大陆机电股份有限公司",0,0,0,0,0,0,-0.220801475
688003,苏州天准科技股份有限公司,0,27,0,0,0,27,-0.220801475
603725,广东天安新材料股份有限公司,1,0,0,0,0,1,-0.220801475
603330,天洋新材（上海）科技股份有限公司,0,0,0,0,0,0,0.793071719
603956,上海威派格智慧水务股份有限公司,0,9,0,0,0,9,-0.20194191
430732,山东威马泵业股份有限公司,0,0,0,0,0,0,-0.220801475
301019,宁波色母粒股份有限公司,0,0,0,0,0,0,0.117156256
688168,北京安博通科技股份有限公司,1,36,0,1,0,38,-0.220801475
688075,杭州安旭生物科技股份有限公司,0,0,0,0,0,0,-0.220801475
688107,上海安路信息科技股份有限公司,2,9,0,0,0,11,1.316220621
688019,安集微电子科技（上海）股份有限公司,1,6,0,0,0,7,-0.220801475
301008,浙江宏昌电器科技股份有限公司,1,2,0,1,0,4,0.154875386
301031,烟台石川密封科技股份有限公司,0,0,0,0,0,0,0.023363244
603333,尚纬股份有限公司,1,1,0,0,0,2,0.039491414
688162,安徽巨一科技股份有限公司,0,5,0,0,0,5,-0.220801475
430408,"

帝信科技股份有限公司",0,14,0,0,0,14,-0.164391051
688186,张家港广大特材股份有限公司,0,0,0,0,0,0,-0.03304718
603590,北京康辰药业股份有限公司,0,0,0,0,0,0,0.304910551
300950,青岛德固特节能装备股份有限公司,0,0,0,0,0,0,-0.220801475
688069,无锡德林海环保科技股份有限公司,0,0,0,0,0,0,-0.220801475
301158,德州联合石油科技股份有限公司,0,1,0,0,0,1,-0.220801475
301007,大连德迈仕精密科技股份有限公司,0,3,0,1,0,4,-0.220801475
688016,上海微创心脉医疗科技（集团）股份有限公司,1,0,0,0,0,1,-0.183250616
605298,江苏必得科技股份有限公司,0,0,0,0,0,0,0.058182708
603203,快克智能装备股份有限公司,0,5,0,1,0,6,-0.20194191
430748,"

安徽恒均粉末冶金科技股份有限公司",0,0,0,0,0,0,-0.220801475
300946,福建恒而达新材料股份有限公司,1,2,0,0,0,3,0.133284426
430539,"

安徽扬子地板股份有限公司",3,0,0,0,0,3,-0.220801475
301089,拓新药业集团股份有限公司,0,0,0,0,0,0,-0.126840192
603507,江苏振江新能源装备股份有限公司,3,0,0,0,0,3,-0.16422278
688011,哈尔滨新光光电科技股份有限公司,0,20,0,1,0,21,-0.220801475
603040,杭州新坐标科技股份有限公司,0,1,0,0,0,1,-0.16422278
430685,"

宁波新芝生物科技股份有限公司",0,3,0,0,0,3,0.696547312
688257,苏州新锐合金工具股份有限公司,0,0,0,0,0,0,-0.183250616
688020,广州方邦电子股份有限公司,0,5,0,5,0,10,-0.108148898
300942,深圳市易瑞生物技术股份有限公司,0,1,0,0,0,1,-0.220801475
301077,浙江星华新材料集团股份有限公司,0,1,0,0,0,1,0.798610851
430017,"

北京星昊医药股份有限公司",0,0,0,0,0,0,-0.183250616
603657,金华春光橡塑科技股份有限公司,4,0,0,0,0,4,-0.183250616
430276,"兴业证券

上海晟矽微电子股份有限公司",4,5,0,1,0,10,-0.220801475
430590,"

成都晶宝时频技术股份有限公司",1,2,0,0,0,3,-0.145363215
301010,江苏晶雪节能科技股份有限公司,0,1,0,0,0,1,0.208722686
688191,智洋创新科技股份有限公司,0,142,0,1,0,143,-0.220801475
688159,深圳市有方科技股份有限公司,1,30,0,0,0,31,-0.126840192
688025,深圳市杰普特光电股份有限公司,0,0,0,1,0,1,-0.183250616
603098,森特士兴集团股份有限公司,0,0,0,0,0,0,5.277752112
603192,上海汇得科技股份有限公司,0,0,0,0,0,0,0.924583861
603078,江阴江化微电子材料股份有限公司,1,0,0,0,0,1,-0.054469869
603738,泰晶科技股份有限公司,1,2,0,1,0,4,-0.220801475
688026,广州洁特生物过滤股份有限公司,1,0,0,1,0,2,-0.220801475
605123,无锡派克新材料科技股份有限公司,0,0,0,0,0,0,-0.20194191
688063,上海派能能源科技股份有限公司,1,2,0,0,0,3,0.039491414
603048,浙江黎明智造股份有限公司,0,0,0,0,0,0,-0.035610304
603115,南通海星电子股份有限公司,0,4,0,0,0,4,-0.220801475
430503,"

兰州海红技术股份有限公司",0,0,0,0,0,0,-0.126840192
430476,"

海能未来技术集团股份有限公司",0,1,0,0,0,1,-0.220801475
688212,上海澳华内镜股份有限公司,0,1,0,0,0,1,-0.070598039
688022,苏州瀚川智能科技股份有限公司,1,24,0,0,0,25,-0.220801475
603678,福建火炬电子科技股份有限公司,1,4,0,0,0,5,-0.183250616
688182,江苏灿勤科技股份有限公司,2,0,0,0,0,2,-0.183250616
430716,"

浙江爱力浦科技股份有限公司",0,0,0,0,0,0,0.699278707
688050,爱博诺德（北京）医疗科技股份有限公司,3,0,0,0,0,3,-0.051738474
688067,爱威科技股份有限公司,0,24,0,1,0,25,-0.183082345
600436,漳州片仔癀药业股份有限公司,11,2,0,0,0,13,-0.220801475
688090,广州瑞松智能科技股份有限公司,0,53,0,1,0,54,-0.16422278
301129,瑞纳智能设备股份有限公司,0,27,0,2,0,29,0.846750748
301083,江西百胜智能科技股份有限公司,0,3,0,0,0,3,0.061755458
605016,山东百龙创园生物科技股份有限公司,1,0,0,0,0,1,1.935725659
688131,上海皓元医药股份有限公司,0,5,0,0,0,5,1.125734931
605183,确成硅化学股份有限公司,0,2,0,0,0,2,-0.108148898
688233,锦州神工半导体股份有限公司,0,10,0,0,0,10,-0.20194191
603109,神驰机电股份有限公司,0,0,0,0,0,0,-0.03304718
300980,湖北祥源新材科技股份有限公司,1,0,0,0,0,1,-0.145699757
603166,桂林福达股份有限公司,2,1,0,1,0,4,0.154707115
603786,科博达技术股份有限公司,1,1,0,0,0,2,-0.220801475
688070,成都纵横自动化技术股份有限公司,0,13,0,0,0,13,-0.20194191
688017,苏州绿的谐波传动科技股份有限公司,0,5,0,0,0,5,0.431128175
603041,江苏美思德化学股份有限公司,0,0,0,0,0,0,0.02080012
688220,翱捷科技股份有限公司,8,12,0,0,0,20,-0.164391051
688113,江苏联测机电科技股份有限公司,0,0,0,0,0,0,0.267359692
301131,广州市聚赛龙工程塑料股份有限公司,0,0,0,0,0,0,-0.03304718
603690,上海至纯洁净系统科技股份有限公司,0,7,0,0,0,7,-0.220801475
688239,贵州航宇科技发展股份有限公司,0,3,0,0,0,3,0.380685353
688230,上海芯导电子科技股份有限公司,0,4,0,0,0,4,-0.220801475
688037,沈阳芯源微电子设备股份有限公司,0,5,0,0,0,5,-0.220801475
300956,安徽英力电子科技股份有限公司,0,1,0,0,0,1,0.042054538
603579,上海荣泰健康科技股份有限公司,20,12,0,1,0,33,-0.108148898
688150,陕西莱特光电材料股份有限公司,0,1,0,2,0,3,-0.070598039
605199,海南葫芦娃药业集团股份有限公司,1,1,0,0,0,2,-0.03304718
601798,甘肃蓝科石化高新装备股份有限公司,2,0,0,0,0,2,-0.183250616
835237,"

成都西部泰力智能设备股份有限公司",0,0,0,0,0,0,0.77333174
688105,南京诺唯赞生物科技股份有限公司,0,6,0,0,0,6,0.149412597
603809,成都豪能科技股份有限公司,0,3,0,0,0,3,-0.164391051
603439,贵州三力制药股份有限公司,0,1,0,0,0,1,-0.183082345
600459,云南省贵金属新材料控股集团股份有限公司,0,1,0,0,0,1,-0.220801475
688108,赛诺医疗科学技术股份有限公司,0,0,0,0,0,0,0.004503679
301006,迈拓仪表股份有限公司,0,1,0,1,0,2,-0.108148898
301053,远信工业股份有限公司,0,1,0,0,0,1,-0.183250616
301079,邵阳维克液压股份有限公司,0,0,0,0,0,0,-0.183250616
688106,金宏气体股份有限公司,0,0,0,0,0,0,-0.220801475
603396,营口金辰机械股份有限公司,0,0,0,1,0,1,-0.01691901
688057,江西金达莱环保股份有限公司,0,2,0,0,0,2,-0.183250616
605389,江苏长龄液压股份有限公司,0,1,0,0,0,1,-0.220801475
688179,上海阿拉丁生化科技股份有限公司,12,1,0,0,0,13,-0.220801475
831239,"

陕西瑞科新材料股份有限公司",0,0,0,0,0,0,-0.054469869
603949,雪龙集团股份有限公司,0,0,0,0,0,0,-0.145699757
301100,营口风光新材料股份有限公司,0,0,0,0,0,0,-0.183250616
301086,深圳市鸿富瀚科技股份有限公司,0,0,0,1,0,1,0.043064164
688112,深圳市鼎阳科技股份有限公司,0,0,0,0,0,0,-0.220801475
830839,山东万通液压股份有限公司,1,0,0,0,0,1,-0.220801475
688618,深圳市三旺通信股份有限公司,2,28,0,3,0,33,-0.220801475
831195,"

青岛三祥科技股份有限公司",0,0,0,0,0,0,-0.054469869
833620,上海科特新材料股份有限公司,0,1,0,0,0,1,-0.220801475
873700,"

广东世创金属科技股份有限公司",0,0,0,0,0,0,8.12143E-20
832447,"

江苏东宝农化股份有限公司",0,0,0,0,0,0,-0.20194191
832901,"

东方水利智能科技股份有限公司",0,1,0,0,0,1,1.367336526
836693,"

宁国东方碾磨材料股份有限公司",0,0,0,0,0,0,-0.220801475
831981,"

深圳市中冀联合技术股份有限公司",0,2,0,0,0,2,-0.183250616
833401,"

广州市中崎商业机器股份有限公司",2,9,0,1,0,12,-0.220801475
871620,"

河北中泊防爆工具集团股份有限公司",2,0,0,0,0,2,-0.220801475
833602,"

中国科学院沈阳科学仪器股份有限公司",0,0,0,0,0,0,-0.183250616
688737,中自科技股份有限公司,0,0,0,0,0,0,-0.220801475
688317,上海之江生物科技股份有限公司,0,2,0,0,0,2,-0.145699757
688339,北京亿华通科技股份有限公司,0,0,0,0,0,0,0.321206993
871670,"

沧州会友线缆股份有限公司",0,0,0,0,0,0,-0.183082345
688698,苏州伟创电气科技股份有限公司,0,11,0,0,0,11,-0.220801475
831140,漳州佳龙科技股份有限公司,2,3,0,0,0,5,-0.220801475
831935,"

湖州倍格曼新材料股份有限公司",0,0,0,0,0,0,-0.145699757
688659,安徽元琛环保科技股份有限公司,0,3,0,0,0,3,-0.220801475
831689,"

威海克莱特菲尔风机股份有限公司",0,1,0,0,0,1,-0.220801475
831526,"

天津凯华绝缘材料股份有限公司",1,5,0,0,0,6,0.192257974
831463,"

郑州凯雪冷链股 份有限公司",1,0,0,0,0,1,-0.070429768
688363,"

广州创尔生物技术股份有限公司",2,0,0,0,0,2,-0.220801475
688589,深圳市力合微电子股份有限公司,81,29,0,1,0,111,-0.108148898
688565,浙江海盐力源环保科技股份有限公司,0,0,0,0,0,0,-0.183250616
831658,"

合肥华升泵阀股份有限公司",0,0,0,0,0,0,-0.014187615
832685,"

山西华洋吉禄科技股份有限公司",0,0,0,0,0,0,-0.20194191
831387,山东华特磁电科技股份有限公司,0,0,0,0,0,0,-0.183082345
688799,湖南华纳大药厂股份有限公司,1,1,0,0,0,2,2.562129808
830824,"

福州华虹智能科技股份有限公司",0,2,0,0,0,2,-0.220801475
688519,南亚新材料科技股份有限公司,2,2,0,0,0,4,-0.220801475
831207,"

福建南方制药股份有限公司",0,0,0,0,0,0,-0.220801475
688778,厦门厦钨新能源材料股份有限公司,0,2,0,0,0,2,-0.220801475
832834,"

浙江吉泰新材料股份有限公司",0,0,0,0,0,0,-0.164391051
833454,"

河南同心传动股份有限公司",0,1,0,0,0,1,-0.145699757
688722,北京同益中新材料科技股份有限公司,0,0,0,0,0,0,-0.107980627
832315,"

四川君和环保股份有限公司",0,0,0,0,0,0,-0.220801475
831287,唐山启奥科技股份有限公司,0,1,0,0,0,1,-0.145699757
688625,呈和科技股份有限公司,1,1,0,0,0,2,-0.220801475
688776,成都国光电气股份有限公司,0,0,0,0,0,0,-0.183250616
688289,圣湘生物科技股份有限公司,1,4,0,1,0,6,-0.220801475
688733,安徽壹石通材料科技股份有限公司,1,1,0,0,0,2,-0.220801475
688335,上海复洁环保科技股份有限公司,0,1,0,0,0,1,-0.183250616
831677,"

天意有福科技股份有限公司",4,0,0,0,0,4,-0.164391051
831048,"

承德天成印刷科技股份有限公司",0,0,0,0,0,0,-0.220801475
688277,北京天智航医疗科技股份有限公司,0,4,0,2,0,6,0.114593132
832499,"

铜陵天海流体控制股份有限公司",0,1,0,0,0,1,-0.164391051
832651,"

威海市天罡仪表股份有限公司",0,0,0,0,0,0,-0.183250616
688301,奕瑞电子科技集团股份有限公司,2,1,0,0,0,3,-0.145363215
833073,西安威盛电子科技股份有限公司,0,0,0,0,0,0,-0.220801475
832000,安徽凤凰滤清器股份有限公司,0,0,0,0,0,0,0.262065174
831945,"

安徽安泽电工股份有限公司",0,0,0,0,0,0,-0.183250616
830809,"

贵州安达科技能源股份有限公司",0,0,0,0,0,0,-0.220801475
831577,安阳鑫盛机床股份有限公司,2,0,0,0,0,2,-0.145531486
688330,上海宏力达信息技术股份有限公司,0,1,0,0,0,1,-0.220801475
833186,"

内蒙古一机集团宏远电器股份有限公司",1,0,0,0,0,1,-0.220801475
831827,山东宝来利来生物工程股份有限公司,0,0,0,0,0,0,-0.220801475
688272,北京富吉瑞光电科技股份有限公司,0,1,0,0,0,1,-0.220801475
688350,江苏富淼科技股份有限公司,0,1,0,0,0,1,-0.183082345
831378,"

富耐克超硬材料股份有限公司",0,0,0,0,0,0,-0.183250616
688367,"

合肥工大高科信息科技股份有限公司",0,0,0,0,0,0,-0.20194191
830818,"

苏州巨峰电气绝缘系统股份有限公司",0,0,0,0,0,0,-0.220801475
